Gene,importance
W_ATRX,0.05473869861278928
W_RP11.754I20.1,0.02406461150463842
W_TDRD9,0.016608680616488118
W_HDAC9,0.012153575597896482
W_CHMP4A,0.01212436344424863
W_CHL1,0.011017704076695181
W_CAB39,0.01101724299038097
W_LINC00202.2,0.009873921179557056
W_TRBV11.1.1,0.009646946466898787
W_TRBV7.7.1,0.00866431872626971
W_ARHGAP39,0.00851240907036088
W_HTT,0.00828148018680298
W_AQP7P2,0.008228584715413129
W_AC096582.7,0.008097483249163049
W_SEPT7,0.008072588049684287
W_AC104057.1,0.007790869742507013
W_YBX1P6,0.007502719082338305
W_RP5.930J4.5,0.007432731692386433
W_TNC,0.007313418234458947
W_RP4.706G24.1,0.007245541612446642
W_RP11.133O22.6,0.0071108545301414965
W_POTEM,0.006590852808570349
W_TMEM67,0.006460555046429681
W_ACER3,0.00619489736261446
W_ZNF66,0.006182711119922536
W_ZNF827,0.006053314300212865
W_RP11.241F15.7,0.005979828602243424
W_FRG2B,0.005858729570065355
W_MED16,0.005780530904283854
W_LOC101927437.TMEM50B,0.005753172917998395
W_CST5,0.005738234662613317
W_MTCH2,0.005538943983827866
W_FTOP1,0.0055090925314869275
W_LNPEP,0.005359498276007832
W_INO80E,0.005284875451045084
W_PLEC,0.005271369428133178
W_RP11.782C8.3,0.0052546650578770655
W_RANGAP1,0.00516760522980382
W_ANKRD20A3,0.005150531811145802
W_USP39,0.005124292529830091
W_RP11.33A14.1,0.00500920212250443
W_FANK1,0.004916628935225087
W_FAM186A,0.004666760650217523
W_DOCK4,0.004657672930091842
W_RP11.640M9.2,0.004491669602522837
W_RP11.343N15.1,0.004452829140037418
W_AC079779.5,0.004443853496424626
W_UNC5B,0.004291428022777457
W_CHST15,0.004189315320465371
W_CYP4F34P,0.004177345362601283
W_AC012309.5,0.004144420651736282
W_FOXO6,0.004117196101348652
W_AP003041.2,0.004064334087609498
W_RPUSD2,0.004057592985980272
W_SPATC1.1,0.0040290057866165475
W_AK5,0.004010768866065548
W_PPP6R2,0.0039796068869812525
W_RUSC1,0.0039375389872380075
W_CPNE6,0.003911470179575312
W_RP11.166J22.1,0.003896938209763756
W_AC020629.1,0.0038632073330718128
W_EZH2,0.0038599617425666205
W_PPP1R37,0.0038555532368966176
W_KMT2E,0.003835422896157754
W_HSF1.1,0.0038164669554965405
W_PCSK5,0.003781413498668987
W_ESPN,0.0037678460477077705
W_LPCAT2,0.003728098948062909
W_UNC79,0.0036901788333451287
W_JARID2,0.003666682740294083
W_RNF4,0.0035717828994168933
W_JAKMIP2.AS1,0.0035428380146508382
W_ZMYM2,0.0035326364686197025
W_VSTM1,0.003529430977638959
W_RP11.120I21.3,0.003485151376906737
W_MEGF6,0.0034580075291878194
W_NEGR1,0.0034102299051773925
W_OSBPL9,0.003398363919359452
W_MUC3A.1,0.0033083447337223407
W_LAPTM4A,0.003304759546066078
W_AHNAK,0.003230277994134084
W_SHANK3,0.0032024947705986285
W_TPSB2,0.0030598576672202947
W_GOLGA6L6,0.003057946648349988
W_LAMC1,0.00304126077922826
W_ZNF664,0.0030401332075870053
W_RP11.417J8.6,0.0030097364163816772
W_SIRPB1,0.002981742842498572
W_TRBV6.1.1,0.0029701315395252873
W_TRBV5.5.1,0.002916755008725007
W_COX7B2,0.0028620964593707933
W_CYP4F29P,0.002862091596999577
W_SLC9B1P3,0.002851044623658795
W_TPTE,0.0028492414622936554
W_RBM33,0.0028326346857987807
W_RP11.392E22.12,0.0028285553802063607
W_HCRTR2,0.0028276247495553747
W_SERPINA12,0.002819064106934019
W_EHBP1L1,0.002772628518212871
W_ERVW.1,0.002733217850364142
W_NBPF1,0.0027172923995892324
W_FAM27E1,0.0026881729031805702
W_SLC4A11,0.002671981425901131
W_RP11.391M20.1,0.002656205087592141
W_ARHGAP44,0.0026322665349465383
W_MYHAS,0.0025535266385137657
W_ANKRD20A12P,0.0025218974676411198
W_SENP3,0.0025072637815451975
W_MST1P2,0.0024848081371839025
W_ZNF77,0.002418390016185768
W_INF2,0.00240764751372029
W_GXYLT1,0.0023497903757843195
W_CCDC124,0.0023457112010960204
W_RP11.64C12.3,0.0023267464804821196
W_FAM101A,0.0023224405787978424
W_RP4.704D21.2,0.0023165278568911345
W_CTD.2128F4.1,0.002305243761668198
W_RP11.561O23.5,0.002295653835237052
W_AL591684.1,0.0022739560202702943
W_CADPS2,0.0022443278387911285
W_GNAI2,0.0022298712746907116
W_FAM227B,0.002215985226048981
W_PPP1R3D,0.002214850395855898
W_AC002472.1,0.0022079029297708734
W_ZCCHC17,0.002200516691537603
W_RP11.87H9.2,0.0021500314955298686
W_RP5.1049G16.4,0.002088085630374186
W_RP11.241F15.1,0.0020692145779053167
W_C5orf60,0.002001953054565873
W_UBR2,0.001995891689831321
W_GNAO1,0.0019503190347909345
W_ZBTB8A,0.0019167659940080568
W_LINC01307,0.0019092908108597523
W_AGAP3,0.0019072794284495287
W_PRR21,0.0019033569192633997
W_RP11.626K17.5,0.0018921199962908318
W_EYA2,0.0018904685825130675
W_CTD.2537I9.12,0.001879269441517068
W_UQCC1,0.001871058249612775
W_FAM182A,0.0018562795904453883
W_SOCS7,0.0018327932168030589
W_LDB3,0.001830211893276008
W_SPRYD3,0.0018231315102731813
W_EVI5,0.0018221847369099058
W_TAS2R43,0.001817114646008334
W_DENND3,0.001801609673766008
W_TRBV5.4.1,0.0017867721689871384
W_ZNF587P1,0.0017659216527149922
W_RP11.192H23.4,0.0017616306782468542
W_STX16.NPEPL1,0.0017444384842715227
W_SERPINA1,0.0017259183452773812
W_ZC3H18,0.0017251441169231078
W_AL133481.1,0.001720712528979102
W_DSCAM,0.001701322015072575
W_OSMR.AS1,0.0016992759081204895
W_ANKRD36,0.001697966778014516
W_DEF8,0.0016793810808799342
W_RP11.763B22.6,0.0016274182553366317
W_CDH12.SHISA5,0.0016195258015480334
W_CDKL1,0.0016128122057366891
W_RP11.481A20.11,0.0016039858317835381
W_OR4D10,0.001599463566718888
W_FAM234A,0.0015826730515234163
W_AC187652.1,0.0015770022487280257
W_RP11.1281K21.10,0.0015688377426615555
W_AC134915.1,0.0015435027584063256
W_CRIPAK,0.001543149270521769
W_AC008686.1,0.0015427562393647164
W_ARFIP1,0.0015302695454701078
W_PRSS3P1,0.0015274286655712773
W_KRT8,0.001515036317434659
