Gene,importance
W_ATRX,0.01908765086699195
R_RAB11FIP4,0.008467877197662767
R_AMZ2P1,0.007777118566530752
W_RP11.754I20.1,0.007692099662823642
R_GALNT13,0.0076430883822332304
R_GLB1L2,0.007634288504735939
R_KIF26A,0.00523607328188339
R_TBC1D3C,0.0047624375863091215
R_PPP1R13B,0.004726396192688623
R_SERINC5,0.004695879186806919
R_NCAPG2,0.004658313511680119
R_VAV1,0.004588718378548604
R_TMEM201,0.004400468348078767
W_HDAC9,0.004364364520529257
R_ADAMTS12,0.004194615178774987
R_GATA4,0.004182315125664531
R_JPH3,0.004170511342089341
R_ATP10D,0.004040407440849736
R_KNDC1,0.003997440527847635
R_GABRE,0.003994131867113217
R_TCF4,0.0039055300764367553
R_MSRB3,0.0038082635863097144
R_ZEB2,0.003785754508809194
R_CTIF,0.003722407724444456
R_RAP1GAP,0.003684051689407382
R_IGSF9B,0.0036533008262307123
R_C1orf226,0.0035700134499444163
R_WNK2,0.0034549011656898137
W_CAB39,0.003389540042035594
R_PCDH11X,0.0033286008544477583
W_LINC00202.2,0.003313902181859041
R_DOCK8,0.0032849895097538015
R_RASGEF1C,0.0031695344928240987
R_EPSTI1,0.003163751055180563
R_ARHGAP20,0.003039500977674143
P_PYGL,0.0030033769429303465
R_PPP3CC,0.0029978396926107413
R_GRIA1,0.0029560518544004695
R_CHD5,0.002946348633967679
W_TRBV7.7.1,0.0027300034543131587
R_EMID1,0.0026933540902406073
W_TDRD9,0.002606337567746606
R_SYT11,0.0025705720965586315
R_ARAP2,0.0025649725875753217
R_AATK,0.0024658433185456873
W_AQP7P2,0.0024331394062243974
R_PTPRG,0.0024250710789586617
R_POLI,0.002414143726278234
R_SHANK3,0.0024071809021893424
R_LAMC1,0.0023811496636212117
R_HEATR5A,0.0022835539360729763
R_XAF1,0.0022643817896426935
R_TMEM65,0.0022613135613888413
R_MYH14,0.0022607096858393346
R_PHKA1,0.0022398537926078704
R_ZFPM2,0.0022314927105418912
R_PIK3R5,0.0021746562555247304
R_B4GALNT4,0.0021718738658600316
R_PPARG,0.002160169710703765
R_WISP1,0.002155585574287769
R_PID1,0.0021487589617832006
R_CSRNP3,0.0021157497670542423
R_SEMA3E,0.0021108507011332765
R_HAAO,0.00210147201928798
R_ESRP1,0.002064341488390481
W_FANK1,0.002015996214204457
R_C16orf74,0.0019494084717559279
R_IQCA1,0.0019348643469275651
R_FBXL17,0.0019019670884960302
R_MMP19,0.0018974500096663948
R_DPYSL5,0.001897008186473234
P_DDB1,0.001873489557616833
R_TBC1D19,0.0018627628235268528
R_SLC2A8,0.0018379122957534666
W_PLEC,0.0018275497597875518
R_NOS1AP,0.0018071371697082096
R_STMN2,0.0018061149952482431
W_RANGAP1,0.0018053615990707738
R_FAIM2,0.0017862092764349346
R_GNAL,0.0017802512336272504
W_ACER3,0.0017796294343287175
W_FAM186A,0.0017670961096222513
R_ZNF425,0.001756229625025586
R_OLFML1,0.0017526607826336708
R_ZNF736,0.0017523772277074816
R_SH3BP5,0.0017493326512471655
R_ABCG2,0.0016865203239188045
R_CSGALNACT1,0.0016658461980766433
R_CACNA1B,0.001627543077971157
R_ZNF430,0.0015906806705915215
W_POTEM,0.001581007661237956
R_GALNT16,0.0015655741590567247
R_DAPK1,0.0015410449129577399
P_MYOF,0.0015360472791488646
W_CHMP4A,0.0015326066588799716
R_BHMT,0.0015178761663642165
R_PTPN13,0.0015112785330947576
R_CAMK2D,0.0015085458954261105
R_AR,0.0015047156546950785
W_AC104057.1,0.001496296572464177
R_ACADL,0.001491012285660069
W_ARHGAP39,0.0014410762865235205
R_NGEF,0.0014362774023727876
R_NOS2,0.0014341046806301775
R_LRP8,0.0014140384427783071
R_TPX2,0.0014128413399149334
R_ACTA2,0.0014083035277775893
R_NBEAP1,0.0014048314479767842
