Gene,importance
W_ATRX,0.003457029539741696
R_AMZ2P1,0.0024684068987837443
R_RAB11FIP4,0.0022587637102564908
R_PPP1R13B,0.0019637067357103125
R_GLB1L2,0.001947750679323682
R_CTIF,0.0018083847830310286
R_ADAMTS12,0.001624587223701355
R_LAMC1,0.001619138659791302
R_SERINC5,0.0015840095183968829
R_IGSF9B,0.0015814433180626323
R_MSRB3,0.0015302712673854878
R_KNDC1,0.0015217386395163458
R_TMEM201,0.0014050735790756838
R_GATA4,0.0013803374797618905
R_JPH3,0.0013731595744586366
R_KIF26A,0.001252645715500202
R_TCF4,0.0012323129631773189
R_ZEB2,0.0012157129188172353
R_WNK2,0.0012029907206810217
R_NCAPG2,0.001200182894203652
R_GNAL,0.001168146691654513
R_PIK3R5,0.0011308689964123328
R_ATP10D,0.0011291728558974774
R_ARID5B,0.0010688483290820156
R_VAV1,0.0010165048557913632
R_PPP3CC,0.000987862606153268
R_ZFPM2,0.0009533476557691341
R_CHD5,0.0009467393861694271
R_TBC1D19,0.0009099525274813354
R_ARHGAP20,0.0008836072913606278
W_TDRD9,0.0008531072929882205
C_C10orf32-ASMT,0.0008499006602332511
C_RP11-1H8.1,0.0008457405040685241
R_PPARG,0.0008298622507102722
R_NOS2,0.0008289043746748047
C_RP11-184C23.4,0.0008208231370679568
R_RAP1GAP,0.0008095610187626763
R_ANXA4,0.0007935889005678003
R_DOCK8,0.0007851733463102445
R_RASGEF1C,0.0007815531888394533
R_MYH14,0.0007801305143432446
R_PTPN13,0.000778104248588598
R_ACADL,0.0007734734177508092
R_SESTD1,0.0007620809177051819
R_B4GALNT4,0.0007568645522305998
R_EMID1,0.0007519667254944941
R_IQCA1,0.0007506581870422097
R_PHKA1,0.0007463997213265093
R_NAB1,0.0007212230692245267
R_CASP16,0.0007044087270113419
R_CACNA1B,0.0007015500771016161
R_FBXL17,0.0006973533178265026
R_CCDC144A,0.0006898693294193171
W_CHL1,0.0006868924961408676
R_SYT11,0.000683140342589743
R_PTPRG,0.0006653807324310635
R_BHMT,0.0006434530128518265
R_SHANK3,0.0006397444568154584
C_EMC4,0.0006363426716659279
R_TMEM65,0.0006324481800570403
C_RP11-753C18.8,0.0006286700880579021
R_AATK,0.0006278320292701976
R_ESRP1,0.0006179794825028818
R_SLC22A14,0.0006172003821931875
C_RN7SKP215,0.0006064181686517416
C_U3.77,0.000602639237236272
R_RASGRF2,0.0006005318516417348
C_RP11-184C23.1,0.0005992595643603288
R_PCSK6,0.000589295425462794
C_RP11-150L8.3,0.0005889795641567254
R_POLI,0.0005877171243345704
R_TJP3,0.0005783616171566465
R_ZC4H2,0.0005729657360146312
R_ARHGAP40,0.000571766404459933
R_LRP8,0.0005709866303262101
C_NLRP8,0.0005707649874051538
C_CNGA1,0.0005700481523709323
R_PID1,0.0005698631380979455
R_TPX2,0.0005675589028629215
R_HEATR5A,0.00056538310385357
C_GNG7,0.0005522072051341673
R_IL10RA,0.00054554422589073
R_RP11.481A20.11,0.0005432858615900504
W_VSTM1,0.0005387473041811275
C_NIPAL1,0.000537049141669224
C_RP11-382M14.1,0.0005361630766295519
C_AC092104.1,0.0005351481697362862
R_TRPM4,0.0005331869303353474
R_SYN3,0.0005276516063483751
C_VAV1,0.0005245431594104194
R_ARHGAP19,0.0005206010463655406
R_DPYSL5,0.000517453077049749
C_RPS18.2,0.0005171301739172024
C_MIR3683,0.0005109831098951432
C_RPL21P41,0.0005109656849821657
C_NFXL1,0.0005072264545717516
R_MMP19,0.0005064072176555148
W_HTT,0.0005049540821322493
C_AZU1,0.0005028942733189641
R_C16orf74,0.0004937804052857832
C_AC092104.4,0.00048671618753404184
C_RP11-1H8.4,0.0004864340785138312
C_Y_RNA.191,0.0004773795184608109
R_ISPD,0.0004768763071676496
R_FRMD3,0.000468996038619541
C_BTAF1,0.00046765935412241
R_HAAO,0.00046602160750475934
R_TSHZ1,0.0004653878659514053
R_SPIRE2,0.00046514093561344946
R_CECR2,0.00046143451270017657
R_KLHL32,0.00046045529579190054
C_MIR1233-1,0.00045727185439757643
C_RING1.1,0.0004557008322273175
C_AL590558.1,0.0004537222399215646
C_AS3MT,0.00045126382564972804
R_COL17A1,0.0004509861113726284
C_AL354808.1,0.00044927223547609654
R_CDH23,0.00044559701139963996
C_RP11-731J8.1,0.0004433829527670861
C_KBTBD8,0.00044278064408226114
R_MCTP2,0.00043960087062627464
R_ADNP2,0.00043879457319287755
R_JAG2,0.00043635748397694555
R_GALNT13,0.00043417230634098625
R_SYT17,0.0004339933813979715
R_FCHO1,0.00043277698487333025
R_LAMC3,0.0004326412586804249
R_CAMK2D,0.0004325458803550733
R_KIF20B,0.0004319996182465536
C_TMEM217,0.00043169649563830906
C_RP11-540E16.2,0.00042722695837327197
R_ALX4,0.0004271542149645457
C_INO80,0.0004236642553611575
R_CDH13,0.0004234712916852561
C_RN7SKP13,0.0004206106752532904
C_AC006116.27,0.00041804261095171905
C_RPS10,0.0004167647288051805
W_CHMP4A,0.00041569391036893347
R_GRAP,0.0004154707640077249
W_CAB39,0.00041500427726268656
R_TEPP,0.00041298372061687527
R_LRRK2,0.00041179280072425
C_RP11-498E11.2,0.0004116092707822049
C_RP11-602M11.4,0.00041122866996033105
C_RP11-313E19.2,0.00041098321323161197
C_AC092104.3,0.0004104318793826483
R_ZNF430,0.00040692055352760555
C_RP1-34L19.1,0.00040584323843550194
R_ZNF695,0.00040544723351218883
C_RP11-63H19.6,0.0004042752742354424
C_RP3-407E4.4,0.0004039556077980462
R_TBCK,0.0004037479873078492
C_ZNF70P1.4,0.00040359144199809987
R_NBEAP1,0.00040268317653825383
R_LRRN4,0.0004026435545378523
C_RP11-534L6.2,0.00040255854951793584
R_COX6B2,0.00040066512082885845
C_SNORD77.4,0.00039892632815434584
R_AP001468.1,0.0003969620713104523
C_SCUBE3,0.000396665817347211
C_RNY4P10,0.0003961860747555849
C_WWC2,0.0003952422722983982
C_RP11-731J8.2,0.0003946507539431547
C_HMGB1P46,0.0003942197645133799
R_BRSK2,0.0003939065765260314
R_SYT1,0.00039259577978767506
R_TMEM56.RWDD3,0.0003883986608412118
C_RP11-814M22.2,0.0003871401081528076
C_SPTLC1P3,0.0003853209815095196
C_AP000889.3,0.00038520875525172623
R_SLC17A5,0.0003851677173584006
P_NUCB2,0.0003841077700566172
R_TBC1D3C,0.0003833431863543865
R_CELF5,0.00038238508202536047
R_TPTE2P5,0.00037887752915755784
R_GFPT2,0.0003786271308162316
R_KCNQ1,0.0003767973994806801
W_YBX1P6,0.00037620646630084453
C_RN7SL863P,0.00037545542193261994
C_FBXO9,0.00037345748589509976
R_RGL1,0.0003718261379854783
R_SSBP2,0.0003710414545218733
C_ZNF770,0.0003702609117324837
C_RP13-577H12.3,0.0003701849753985411
C_ZIM3,0.00037003754520232007
P_PYGL,0.0003698269019447202
C_TAPSAR1.4,0.00036763263119277606
R_FGF1,0.0003665591511111066
C_AP001331.1,0.00036605850425787384
