Gene,importance
R_GALNT13,0.009925437989301147
R_AMZ2P1,0.008465273178358218
R_RAB11FIP4,0.008232439101029967
R_GLB1L2,0.0075836187126281625
R_NCAPG2,0.006150596854207924
R_SERINC5,0.005918403901443499
R_KIF26A,0.0055538314568558955
R_GABRE,0.005447477315805293
R_PPP1R13B,0.00536834322211733
R_GATA4,0.005234471094997049
R_C1orf226,0.0051635278280752405
R_TMEM201,0.004977110402687573
R_PCDH11X,0.004785251133949922
R_RASGEF1C,0.00461948779436935
R_ADAMTS12,0.004499155593028564
R_KNDC1,0.004396754755258624
R_TBC1D3C,0.0043266873001046
R_ATP10D,0.004313884190112843
R_JPH3,0.004235477952152487
R_VAV1,0.004142636189980701
R_MSRB3,0.004075467837221104
R_RAP1GAP,0.004075137273890164
R_WNK2,0.003877380239180859
R_CHD5,0.0038678271623974977
R_IGSF9B,0.0037593979183741986
R_EPSTI1,0.003575855973427726
R_ARHGAP20,0.0034380119077649374
R_ARAP2,0.003306168320758998
R_MEDAG,0.0032840104443295657
R_HAAO,0.0032616490948150882
R_TCF4,0.003227166982146662
R_SHANK3,0.003226636704198507
R_ZNF430,0.003207234806827889
R_CTIF,0.0031838086437213486
R_WISP1,0.0030552754513191024
R_CSRNP3,0.0030275656669242284
R_LAMC1,0.0030158712786817455
R_XAF1,0.002934859387288976
R_EMID1,0.002908288071547342
R_PID1,0.0028768091491198776
R_FAIM2,0.0028366611585993284
R_ZNF425,0.0028310714021011524
R_PPP3CC,0.0028219747854955992
R_ELFN1,0.0027799004304287552
R_TMEM65,0.0027663240470812886
R_ACADL,0.0027535726999005066
R_ZEB2,0.0027059494367561074
R_BCL11A,0.0026812749322999985
R_FBXL17,0.0026673320207461024
R_ESRP1,0.0026117190854186637
R_OLFML1,0.002596109146685871
R_ZNF736,0.0025915620020161797
R_HEATR5A,0.0025137375828429274
R_PPARG,0.002499177619552347
R_NOS1AP,0.0024849824521762415
R_SYT11,0.0024734398526607103
R_STEAP1B,0.0024346453630397667
R_PHKA1,0.0023906623842319236
R_ZFPM2,0.0023714767155078053
R_GRIA1,0.0023653755502185407
R_PTPRG,0.002350889375562207
R_NOS2,0.00234231422929608
R_STMN2,0.002296362038229157
R_MYH14,0.0022735740838641183
R_DOCK8,0.002272154535320985
R_SEMA3E,0.0022647793613991478
R_SH3BP5,0.0022325905742632264
R_PDE10A,0.00220621207445698
R_MLLT3,0.0021890394739409232
R_POLI,0.002184577205096964
R_SLC2A8,0.002127516840425693
R_C16orf74,0.0021068267622492225
R_IQCA1,0.002065532433603564
R_CACNA1B,0.002042508202325966
R_B4GALNT4,0.0020347721710599394
R_CSGALNACT1,0.0020264437882447544
R_GNAL,0.002010946699234008
R_DPYSL5,0.00198001754439978
R_NBEAP1,0.0019778943087395582
R_LOXL2,0.001960739057667286
R_PTPN13,0.001948666779552286
R_ABCG2,0.0019282249709532014
R_AATK,0.0019024818512865607
R_C3,0.0019006093749805771
R_C2orf88,0.0018836045485003062
R_ZDHHC11,0.0018721621610641936
R_PIK3R5,0.0018288807230849148
R_ARHGAP19,0.001827653384963312
R_NFAM1,0.001806871650226157
R_CPXM2,0.0017878581488168204
R_CCDC144A,0.0017683884619603201
R_TBC1D19,0.0017488870893148682
R_SESTD1,0.001739322175768654
R_ANKRD24,0.0017317852304919842
R_DGKB,0.0017193601596493717
R_ANO1,0.0017125827851228294
R_GPRC5D,0.0017068504448423418
R_MAST4,0.0016946916519417438
R_RBP7,0.0016402540675222487
R_ERBB4,0.0016163134008286026
R_SIRPB1,0.001591702589617756
R_COL4A6,0.0015839161501663033
R_TRPC5,0.0015501606417879046
R_CPVL,0.0015498606772170172
R_DPYSL4,0.0015456076624671819
R_PDGFD,0.0015346880335048486
R_KLF12,0.0015287812711725398
R_ZNF488,0.0015262408910972226
R_BHMT,0.0015241073256684811
