Gene,importance
R_RAB11FIP4,0.0027618001465262673
R_GLB1L2,0.0024197427057358976
R_TMEM201,0.0020960221799288872
R_AMZ2P1,0.002042023587353009
R_VAV1,0.0019040532079610494
R_GATA4,0.0017194843575310743
R_CHD5,0.0016540598623161003
R_CTIF,0.0015112292448580594
R_PPP1R13B,0.0015019564104664126
R_JPH3,0.0015011389352474708
R_RASGEF1C,0.001485760760545552
R_WNK2,0.0014166917751409261
R_SERINC5,0.0013572980804954244
R_MSRB3,0.0013474709736581213
R_ADAMTS12,0.0013422545797397445
R_IGSF9B,0.0012946144629833374
R_ARHGAP20,0.0012845846225303522
R_C16orf74,0.001245336252549425
R_KIF26A,0.0012016096173495957
R_PPP3CC,0.0011508171830044813
R_HEATR5A,0.001143926902715382
R_NCAPG2,0.001137491187187745
R_RAP1GAP,0.0011299111936029953
R_PTPRG,0.0010919972764602843
R_KNDC1,0.001065532464915559
R_CACNA1B,0.0010468345342272945
R_ACADL,0.0010385150964696017
R_PTPN13,0.0010121044213736747
R_AATK,0.001009032750019368
R_TMEM65,0.0010076587991807956
R_GNAL,0.0009990494912795645
R_ATP10D,0.0009874729637985298
R_MYH14,0.0009251791381962864
R_CDH13,0.0009161485889141826
W_HDAC9,0.0008890885692035121
C_MIR1233-1,0.0008433617383387269
R_ESRP1,0.0008399122027785274
R_ZEB2,0.0008259090461054585
C_RP11-602M11.4,0.000824981113441207
C_VAV1,0.0008149194971235584
R_PHKA1,0.0008116085414598183
R_PPARG,0.0007946751522269665
C_RNU6-699P,0.0007750941586373271
R_TSPAN12,0.0007735057066085097
R_LAMC1,0.0007560994838395533
R_FBXL17,0.0007482227667374593
R_ZC4H2,0.0007464227320147658
R_EMID1,0.0007276738523623557
C_AL590558.1,0.0007270664599108333
R_ALPK2,0.000723985669655079
R_CDH23,0.0007152390495923244
C_RP11-184C23.4,0.0007135814925408437
W_TDRD9,0.0007090222760477843
R_BHMT,0.0006945459287391126
R_NOS2,0.0006888173140439523
R_SLC22A14,0.0006860626436009453
R_PCSK6,0.0006801859394477143
C_FKBP1C,0.0006697007388851798
R_P4HA1,0.0006658220910985806
R_B4GALNT4,0.0006531946926674004
R_JAG2,0.0006505284253420256
R_SLC17A5,0.0006476231476476738
R_GRAP,0.0006366669542679166
R_ALX4,0.0006363403966263646
