Gene,importance
R_AMZ2P1,0.008158195444187678
R_GLB1L2,0.007618149607692962
R_GALNT13,0.007588263360751632
W_RP11.754I20.1,0.007305582108576566
R_RAB11FIP4,0.007002544930907865
R_PCDH11X,0.004806748622405744
R_NCAPG2,0.004786839313659748
R_TMEM201,0.004729810076865177
R_VAV1,0.00470380896399068
R_KIF26A,0.004695962722933323
R_GABRE,0.004622382298501025
R_PPP1R13B,0.004611059432346433
R_RAP1GAP,0.004595893869779597
R_IGSF9B,0.004296973121155438
W_HDAC9,0.004265293312025037
R_CHD5,0.00423498822077637
R_ATP10D,0.00417421059995431
R_GATA4,0.004133166122175363
R_KNDC1,0.0039433286505717174
R_ADAMTS12,0.003862050293628617
W_CAB39,0.003730308670662618
R_JPH3,0.0037196907476284183
R_SERINC5,0.0035785239116774732
R_TCF4,0.0035210738683963284
R_TBC1D3C,0.003504959149310644
R_EMID1,0.003493234790920205
R_RASGEF1C,0.0034145556781720572
W_TRBV7.7.1,0.0034138040118277166
R_MSRB3,0.003334401248531511
R_SHANK3,0.0033342136119593065
R_CTIF,0.0033300169834995317
R_C1orf226,0.003307394277818531
R_WNK2,0.003249663275584353
R_ZEB2,0.003241860129798286
R_C16orf74,0.0030153329449262942
W_LINC00202.2,0.003003482852660582
R_PIK3R5,0.0028756306655982476
W_TDRD9,0.002774534712197906
R_ACADL,0.0027424199366260717
R_XAF1,0.0026953999404993154
R_PPP3CC,0.0026873320100120543
R_PPARG,0.002684804156415419
R_PTPRG,0.0024428263345056323
R_ARAP2,0.0024244658779896443
R_EPSTI1,0.002380829335900904
R_DOCK8,0.002366830563947684
R_POLI,0.002340802590778368
R_NOS2,0.002323094496661313
P_PYGL,0.0022753750057282547
R_HAAO,0.0022704509128495657
R_WISP1,0.002267909847450274
R_PID1,0.0022503121799985816
R_AATK,0.0021817444425103714
R_TMEM65,0.0021741040350330026
R_ESRP1,0.0021737329679259623
R_IQCA1,0.0021377223443848977
W_AQP7P2,0.0021284692050269724
W_FANK1,0.0021058766670754817
W_RP4.706G24.1,0.0020799216746994007
R_MYH14,0.0020796732959798866
R_ZNF430,0.002073149145184191
R_FBXL17,0.002060319670549486
R_CSGALNACT1,0.0020583737152524415
R_LAMC1,0.0020528069405438185
R_ZNF425,0.0020402281827771127
R_CSRNP3,0.0020394734131353115
R_ELFN1,0.0019821311025571948
R_NBEAP1,0.001972764253958329
R_B4GALNT4,0.0019676244041953827
R_NGEF,0.0019640380972700787
W_RANGAP1,0.00195850700047431
R_ZFPM2,0.001943439883778566
W_FAM186A,0.001931781602838872
R_MEDAG,0.0019216263460625374
R_PHKA1,0.0019162788251802531
R_TBC1D19,0.001904318233934933
R_GRIA1,0.0018898479811522196
P_DDB1,0.001876462864098487
W_ARHGAP39,0.0018637971217739945
R_SEMA3E,0.0018592616584356648
R_FAIM2,0.0018541273723944893
R_NOS1AP,0.0017892194729900745
R_SLC2A8,0.001781316770915143
R_ABCG2,0.001779735746009154
R_JAG2,0.0017734994658337331
R_SYT11,0.0017686723687879056
R_SH3BP5,0.0017368067803162556
W_POTEM,0.0017332450316795032
R_CACNA1B,0.0017318927601875295
P_MYOF,0.0016982958455534437
W_ACER3,0.0016715413333689504
W_PLEC,0.0016297318198730609
R_ARL14EPL,0.0016197051701026595
R_PTPN13,0.001611655452551988
R_ALPK2,0.001599283233455908
R_ANXA4,0.0015935684962832435
R_HEATR5A,0.0015824927452695724
R_CCDC144A,0.0015577206644389152
R_ANO1,0.0015524641280811153
R_ARHGAP20,0.0015460022354580017
R_TSPAN12,0.0015081051721047205
R_ARHGAP19,0.00150752546821929
R_IL12RB2,0.001494455627164868
R_OLFML1,0.001491318886748149
R_PDE10A,0.0014908034973967156
R_DPYSL5,0.0014837773927055763
R_ZNF114,0.0014694969561397703
R_TPTE2P5,0.0014683382844431318
R_BCL11A,0.0014645572412449607
R_ZNF736,0.001431550051760869
W_INO80E,0.0014272565300303597
R_CAMK2D,0.0014216857877863917
R_PTP4A3,0.0014138637829808512
R_TEPP,0.00140329548486347
R_STMN2,0.0014010252131873367
R_TPX2,0.001382661935644588
W_FRG2B,0.0013713098324607993
R_GNAL,0.0013504810906285252
R_FGF1,0.0013372388107720514
R_MMP19,0.0013236124538589704
W_ESPN,0.0013224758641328562
R_ZFHX3,0.0013191887338312612
R_PDGFD,0.0013184570782830904
R_TSPAN18,0.001291686112105683
R_BDKRB2,0.0012787661181730564
R_ITGAM,0.0012774088932953505
R_ONECUT2,0.001273588167076079
R_BHMT,0.0012519178744835387
W_AC104057.1,0.0012517937222145498
R_ADAMTS3,0.0012500361410892073
W_CHMP4A,0.0012492709745842716
R_CACNA1C,0.0012464112591794208
R_ERBB4,0.001242695359414132
R_KBTBD11,0.001232810078820209
R_ANKRD24,0.0012321262104127858
R_ISPD,0.0012247173282936164
R_SCN4A,0.0012104469960778404
R_P2RX2,0.0012095191929455474
R_AP001468.1,0.0012068618329516881
R_ZNF695,0.0011945992316139283
R_ZDHHC11,0.0011883017484932267
R_DGKB,0.0011667372814857064
R_CPQ,0.0011635142761913186
W_AC096582.7,0.0011622984568905703
R_STEAP1B,0.0011595350122520034
W_DOCK4,0.0011540507390464052
W_TRBV6.1.1,0.0011487127060556812
R_CELF5,0.0011390797927301427
R_MXRA5,0.0011363469556259454
R_MLLT3,0.0011255399710538513
R_IL10RA,0.0011252585208900358
R_LOXL2,0.0011201286857308503
R_KLHL23,0.0011065541660447286
R_IMPG1,0.0011055870290557364
R_LAMC3,0.001104654227888559
W_TRBV5.5.1,0.001103072621060149
R_KLF12,0.0010979127844983807
R_CALB1,0.0010966273519636908
R_DDX58,0.00109546850953112
R_ARID5B,0.0010953285493117148
R_LRRC4C,0.0010909153345242967
R_CGNL1,0.0010834363008166764
R_CDH23,0.0010818386124230859
R_ARHGAP40,0.0010757528629109217
R_RBP7,0.0010734115394008938
R_MAGED2,0.0010673775196400857
R_C11orf24,0.0010660429625904775
R_CAMK1D,0.001060749660614339
R_TBC1D8B,0.001057391216681351
R_BRSK2,0.0010563826880915475
R_TMEM74,0.0010479528547533861
R_GALNT16,0.001040524804245695
R_ACTG2,0.0010374041428633735
R_MAPRE2,0.0010348238110134806
R_SAMHD1,0.001027064144274206
R_GALNT3,0.0010266243720538266
